City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,lompoc,34.6391,-120.4579,56.01,88,75,5.75,US,1683430864
344,sredniy,52.89,103.5,56.3,65,96,9.01,RU,1683430864
345,coari,-4.085,-63.1414,74.59,98,100,1.95,BR,1683430865
346,shimanovsk,52.0,127.7,66.07,15,5,6.62,RU,1683430865
347,weno,7.4515,151.8468,87.75,79,75,5.75,FM,1683430866
348,sarh,9.1429,18.3923,79.27,62,25,4.12,TD,1683430866
349,el calafate,-50.3408,-72.2768,41.34,66,24,7.63,AR,1683430866
350,sault ste. marie,46.5168,-84.3333,53.89,64,75,8.05,CA,1683430736
351,acarau,-2.8856,-40.12,77.25,87,7,9.42,BR,1683430867
352,perg,48.25,14.6333,55.26,80,90,3.2,AT,1683430867
353,dryden,49.7833,-92.7503,48.49,81,100,9.22,CA,1683430868
354,santa ana de yacuma,-13.75,-65.4333,70.36,98,73,4.47,BO,1683430868
355,muravlenko,63.7898,74.523,40.03,92,100,12.95,RU,1683430868
356,chegdomyn,51.1167,133.0167,60.71,29,49,4.12,RU,1683430869
357,pirenopolis,-15.8525,-48.9592,70.29,69,7,5.55,BR,1683430869
358,caratinga,-19.7897,-42.1392,62.42,91,48,3.53,BR,1683430869
359,urumqi,43.801,87.6005,47.35,46,0,6.71,CN,1683430870
360,glenville,41.0354,-73.6599,62.65,77,75,5.75,US,1683430870
361,inverloch,-38.6333,145.7167,52.29,64,22,15.21,AU,1683430870
362,male,4.1748,73.5089,85.95,79,75,13.8,MV,1683430613
